,STATENAME,COUNTYNAME,ADDRESS_CITY,ORI9,actual,cleared,data_year,offense,ori,state_abbr
26449,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410200,116,20,2016,arson,NC0410200,NC
26450,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410200,2146,292,2016,burglary,NC0410200,NC
26451,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410200,35,20,2016,homicide,NC0410200,NC
26452,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410200,0,0,2016,human-trafficing,NC0410200,NC
26453,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410200,6455,1729,2016,larceny,NC0410200,NC
26454,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410200,676,127,2016,motor-vehicle-theft,NC0410200,NC
26455,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410200,9277,2148,2016,property-crime,NC0410200,NC
26456,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410200,0,0,2016,rape,NC0410200,NC
26457,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410200,84,49,2016,rape-legacy,NC0410200,NC
26458,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410200,550,210,2016,robbery,NC0410200,NC
26459,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410200,1855,730,2016,violent-crime,NC0410200,NC
26460,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410500,4,4,2016,aggravated-assault,NC0410500,NC
26461,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410500,1,0,2016,arson,NC0410500,NC
26462,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410500,23,13,2016,burglary,NC0410500,NC
26463,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410500,0,0,2016,homicide,NC0410500,NC
26464,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410500,0,0,2016,human-trafficing,NC0410500,NC
26465,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410500,135,40,2016,larceny,NC0410500,NC
26466,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410500,1,0,2016,motor-vehicle-theft,NC0410500,NC
26467,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410500,159,53,2016,property-crime,NC0410500,NC
26468,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410500,0,0,2016,rape,NC0410500,NC
26469,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410500,6,5,2016,rape-legacy,NC0410500,NC
26470,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410500,2,1,2016,robbery,NC0410500,NC
26471,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410500,12,10,2016,violent-crime,NC0410500,NC
26472,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410400,2,1,2016,aggravated-assault,NC0410400,NC
26473,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410400,1,0,2016,arson,NC0410400,NC
26474,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410400,51,4,2016,burglary,NC0410400,NC
26475,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410400,0,0,2016,homicide,NC0410400,NC
26476,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410400,0,0,2016,human-trafficing,NC0410400,NC
26477,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410400,136,17,2016,larceny,NC0410400,NC
26478,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410400,2,1,2016,motor-vehicle-theft,NC0410400,NC
26479,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410400,189,22,2016,property-crime,NC0410400,NC
26480,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410400,0,0,2016,rape,NC0410400,NC
26481,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410400,4,3,2016,rape-legacy,NC0410400,NC
26482,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410400,2,0,2016,robbery,NC0410400,NC
26483,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410400,8,4,2016,violent-crime,NC0410400,NC
26484,NORTH CAROLINA,GUILFORD,HIGH POINT,NC0410300,458,286,2016,aggravated-assault,NC0410300,NC
26485,NORTH CAROLINA,GUILFORD,HIGH POINT,NC0410300,9,5,2016,arson,NC0410300,NC
26486,NORTH CAROLINA,GUILFORD,HIGH POINT,NC0410300,781,279,2016,burglary,NC0410300,NC
26487,NORTH CAROLINA,GUILFORD,HIGH POINT,NC0410300,7,7,2016,homicide,NC0410300,NC
26488,NORTH CAROLINA,GUILFORD,HIGH POINT,NC0410300,0,0,2016,human-trafficing,NC0410300,NC
26489,NORTH CAROLINA,GUILFORD,HIGH POINT,NC0410300,2992,1387,2016,larceny,NC0410300,NC
26490,NORTH CAROLINA,GUILFORD,HIGH POINT,NC0410300,210,98,2016,motor-vehicle-theft,NC0410300,NC
26491,NORTH CAROLINA,GUILFORD,HIGH POINT,NC0410300,3983,1764,2016,property-crime,NC0410300,NC
26492,NORTH CAROLINA,GUILFORD,HIGH POINT,NC0410300,0,0,2016,rape,NC0410300,NC
26493,NORTH CAROLINA,GUILFORD,HIGH POINT,NC0410300,36,29,2016,rape-legacy,NC0410300,NC
26494,NORTH CAROLINA,GUILFORD,HIGH POINT,NC0410300,220,100,2016,robbery,NC0410300,NC
26495,NORTH CAROLINA,GUILFORD,HIGH POINT,NC0410300,721,422,2016,violent-crime,NC0410300,NC
26496,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410600,0,0,2016,aggravated-assault,NC0410600,NC
26497,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410600,0,0,2016,arson,NC0410600,NC
26498,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410600,0,0,2016,burglary,NC0410600,NC
26499,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410600,0,0,2016,homicide,NC0410600,NC
26500,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410600,0,0,2016,human-trafficing,NC0410600,NC
26501,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410600,0,0,2016,larceny,NC0410600,NC
26502,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410600,0,0,2016,motor-vehicle-theft,NC0410600,NC
26503,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410600,0,0,2016,property-crime,NC0410600,NC
26504,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410600,0,0,2016,rape,NC0410600,NC
26505,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410600,0,0,2016,rape-legacy,NC0410600,NC
26506,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410600,0,0,2016,robbery,NC0410600,NC
26507,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410600,0,0,2016,violent-crime,NC0410600,NC
26508,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410000,99,73,2016,aggravated-assault,NC0410000,NC
26509,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410000,12,3,2016,arson,NC0410000,NC
26510,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410000,404,111,2016,burglary,NC0410000,NC
26511,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410000,0,0,2016,homicide,NC0410000,NC
26512,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410000,0,0,2016,human-trafficing,NC0410000,NC
26513,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410000,633,234,2016,larceny,NC0410000,NC
26514,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410000,59,19,2016,motor-vehicle-theft,NC0410000,NC
26515,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410000,1096,364,2016,property-crime,NC0410000,NC
26516,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410000,0,0,2016,rape,NC0410000,NC
26517,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410000,8,8,2016,rape-legacy,NC0410000,NC
26518,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410000,17,11,2016,robbery,NC0410000,NC
26519,NORTH CAROLINA,GUILFORD,GREENSBORO,NC0410000,124,92,2016,violent-crime,NC0410000,NC
26520,ARKANSAS,BRADLEY,WARREN,AR0060100,16,6,2016,aggravated-assault,AR0060100,AR
26521,ARKANSAS,BRADLEY,WARREN,AR0060100,0,0,2016,arson,AR0060100,AR
26522,ARKANSAS,BRADLEY,WARREN,AR0060100,90,4,2016,burglary,AR0060100,AR
26523,ARKANSAS,BRADLEY,WARREN,AR0060100,2,2,2016,homicide,AR0060100,AR
26524,ARKANSAS,BRADLEY,WARREN,AR0060100,0,0,2016,human-trafficing,AR0060100,AR
26525,ARKANSAS,BRADLEY,WARREN,AR0060100,50,8,2016,larceny,AR0060100,AR
26526,ARKANSAS,BRADLEY,WARREN,AR0060100,4,0,2016,motor-vehicle-theft,AR0060100,AR
26527,ARKANSAS,BRADLEY,WARREN,AR0060100,144,12,2016,property-crime,AR0060100,AR
26528,ARKANSAS,BRADLEY,WARREN,AR0060100,3,0,2016,rape,AR0060100,AR
26529,ARKANSAS,BRADLEY,WARREN,AR0060100,0,0,2016,rape-legacy,AR0060100,AR
26530,ARKANSAS,BRADLEY,WARREN,AR0060100,5,2,2016,robbery,AR0060100,AR
26531,ARKANSAS,BRADLEY,WARREN,AR0060100,26,10,2016,violent-crime,AR0060100,AR
26532,ARKANSAS,BRADLEY,WARREN,AR0060000,6,3,2016,aggravated-assault,AR0060000,AR
26533,ARKANSAS,BRADLEY,WARREN,AR0060000,0,0,2016,arson,AR0060000,AR
26534,ARKANSAS,BRADLEY,WARREN,AR0060000,24,12,2016,burglary,AR0060000,AR
26535,ARKANSAS,BRADLEY,WARREN,AR0060000,0,0,2016,homicide,AR0060000,AR
26536,ARKANSAS,BRADLEY,WARREN,AR0060000,0,0,2016,human-trafficing,AR0060000,AR
26537,ARKANSAS,BRADLEY,WARREN,AR0060000,2,1,2016,larceny,AR0060000,AR
26538,ARKANSAS,BRADLEY,WARREN,AR0060000,3,0,2016,motor-vehicle-theft,AR0060000,AR
26539,ARKANSAS,BRADLEY,WARREN,AR0060000,29,13,2016,property-crime,AR0060000,AR
26540,ARKANSAS,BRADLEY,WARREN,AR0060000,2,0,2016,rape,AR0060000,AR
26541,ARKANSAS,BRADLEY,WARREN,AR0060000,0,0,2016,rape-legacy,AR0060000,AR
26542,ARKANSAS,BRADLEY,WARREN,AR0060000,0,0,2016,robbery,AR0060000,AR
26543,ARKANSAS,BRADLEY,WARREN,AR0060000,8,3,2016,violent-crime,AR0060000,AR
26544,CALIFORNIA,VENTURA,CAMARILLO,CA0562200,0,0,2016,aggravated-assault,CA0562200,CA
26545,CALIFORNIA,VENTURA,CAMARILLO,CA0562200,0,0,2016,arson,CA0562200,CA
26546,CALIFORNIA,VENTURA,CAMARILLO,CA0562200,6,1,2016,burglary,CA0562200,CA
26547,CALIFORNIA,VENTURA,CAMARILLO,CA0562200,0,0,2016,homicide,CA0562200,CA
26548,CALIFORNIA,VENTURA,CAMARILLO,CA0562200,0,0,2016,human-trafficing,CA0562200,CA
26549,CALIFORNIA,VENTURA,CAMARILLO,CA0562200,64,24,2016,larceny,CA0562200,CA
26550,CALIFORNIA,VENTURA,CAMARILLO,CA0562200,2,2,2016,motor-vehicle-theft,CA0562200,CA
26551,CALIFORNIA,VENTURA,CAMARILLO,CA0562200,72,27,2016,property-crime,CA0562200,CA
26552,CALIFORNIA,VENTURA,CAMARILLO,CA0562200,5,0,2016,rape,CA0562200,CA
26553,CALIFORNIA,VENTURA,CAMARILLO,CA0562200,0,0,2016,rape-legacy,CA0562200,CA
26554,CALIFORNIA,VENTURA,CAMARILLO,CA0562200,-1,0,2016,robbery,CA0562200,CA
26555,CALIFORNIA,VENTURA,CAMARILLO,CA0562200,4,0,2016,violent-crime,CA0562200,CA
26556,CALIFORNIA,VENTURA,VENTURA,CA0560100,67,45,2016,aggravated-assault,CA0560100,CA
26557,CALIFORNIA,VENTURA,VENTURA,CA0560100,7,3,2016,arson,CA0560100,CA
26558,CALIFORNIA,VENTURA,VENTURA,CA0560100,202,31,2016,burglary,CA0560100,CA
26559,CALIFORNIA,VENTURA,VENTURA,CA0560100,4,3,2016,homicide,CA0560100,CA
26560,CALIFORNIA,VENTURA,VENTURA,CA0560100,0,0,2016,human-trafficing,CA0560100,CA
26561,CALIFORNIA,VENTURA,VENTURA,CA0560100,824,152,2016,larceny,CA0560100,CA
26562,CALIFORNIA,VENTURA,VENTURA,CA0560100,99,9,2016,motor-vehicle-theft,CA0560100,CA
26563,CALIFORNIA,VENTURA,VENTURA,CA0560100,1125,192,2016,property-crime,CA0560100,CA
26564,CALIFORNIA,VENTURA,VENTURA,CA0560100,21,7,2016,rape,CA0560100,CA
26565,CALIFORNIA,VENTURA,VENTURA,CA0560100,0,0,2016,rape-legacy,CA0560100,CA
26566,CALIFORNIA,VENTURA,VENTURA,CA0560100,31,11,2016,robbery,CA0560100,CA
26567,CALIFORNIA,VENTURA,VENTURA,CA0560100,123,66,2016,violent-crime,CA0560100,CA
26568,CALIFORNIA,VENTURA,VENTURA,CA0560200,33,18,2016,aggravated-assault,CA0560200,CA
26569,CALIFORNIA,VENTURA,VENTURA,CA0560200,10,3,2016,arson,CA0560200,CA
26570,CALIFORNIA,VENTURA,VENTURA,CA0560200,20,5,2016,burglary,CA0560200,CA
26571,CALIFORNIA,VENTURA,VENTURA,CA0560200,0,0,2016,homicide,CA0560200,CA
26572,CALIFORNIA,VENTURA,VENTURA,CA0560200,0,0,2016,human-trafficing,CA0560200,CA
26573,CALIFORNIA,VENTURA,VENTURA,CA0560200,69,23,2016,larceny,CA0560200,CA
26574,CALIFORNIA,VENTURA,VENTURA,CA0560200,11,3,2016,motor-vehicle-theft,CA0560200,CA
26575,CALIFORNIA,VENTURA,VENTURA,CA0560200,100,31,2016,property-crime,CA0560200,CA
26576,CALIFORNIA,VENTURA,VENTURA,CA0560200,4,1,2016,rape,CA0560200,CA
26577,CALIFORNIA,VENTURA,VENTURA,CA0560200,0,0,2016,rape-legacy,CA0560200,CA
26578,CALIFORNIA,VENTURA,VENTURA,CA0560200,5,4,2016,robbery,CA0560200,CA
26579,CALIFORNIA,VENTURA,VENTURA,CA0560200,42,23,2016,violent-crime,CA0560200,CA
26580,CALIFORNIA,VENTURA,VENTURA,CA0560300,6,3,2016,aggravated-assault,CA0560300,CA
26581,CALIFORNIA,VENTURA,VENTURA,CA0560300,0,0,2016,arson,CA0560300,CA
26582,CALIFORNIA,VENTURA,VENTURA,CA0560300,14,4,2016,burglary,CA0560300,CA
26583,CALIFORNIA,VENTURA,VENTURA,CA0560300,0,0,2016,homicide,CA0560300,CA
26584,CALIFORNIA,VENTURA,VENTURA,CA0560300,0,0,2016,human-trafficing,CA0560300,CA
26585,CALIFORNIA,VENTURA,VENTURA,CA0560300,44,10,2016,larceny,CA0560300,CA
26586,CALIFORNIA,VENTURA,VENTURA,CA0560300,5,1,2016,motor-vehicle-theft,CA0560300,CA
26587,CALIFORNIA,VENTURA,VENTURA,CA0560300,63,15,2016,property-crime,CA0560300,CA
26588,CALIFORNIA,VENTURA,VENTURA,CA0560300,3,1,2016,rape,CA0560300,CA
26589,CALIFORNIA,VENTURA,VENTURA,CA0560300,0,0,2016,rape-legacy,CA0560300,CA
26590,CALIFORNIA,VENTURA,VENTURA,CA0560300,1,1,2016,robbery,CA0560300,CA
26591,CALIFORNIA,VENTURA,VENTURA,CA0560300,10,5,2016,violent-crime,CA0560300,CA
26592,CALIFORNIA,VENTURA,OXNARD,CA0560400,438,141,2016,aggravated-assault,CA0560400,CA
26593,CALIFORNIA,VENTURA,OXNARD,CA0560400,40,1,2016,arson,CA0560400,CA
26594,CALIFORNIA,VENTURA,OXNARD,CA0560400,978,89,2016,burglary,CA0560400,CA
26595,CALIFORNIA,VENTURA,OXNARD,CA0560400,12,6,2016,homicide,CA0560400,CA
26596,CALIFORNIA,VENTURA,OXNARD,CA0560400,0,0,2016,human-trafficing,CA0560400,CA
26597,CALIFORNIA,VENTURA,OXNARD,CA0560400,4309,425,2016,larceny,CA0560400,CA
26598,CALIFORNIA,VENTURA,OXNARD,CA0560400,786,91,2016,motor-vehicle-theft,CA0560400,CA
26599,CALIFORNIA,VENTURA,OXNARD,CA0560400,6073,605,2016,property-crime,CA0560400,CA
26600,CALIFORNIA,VENTURA,OXNARD,CA0560400,69,9,2016,rape,CA0560400,CA
26601,CALIFORNIA,VENTURA,OXNARD,CA0560400,0,0,2016,rape-legacy,CA0560400,CA
26602,CALIFORNIA,VENTURA,OXNARD,CA0560400,429,78,2016,robbery,CA0560400,CA
26603,CALIFORNIA,VENTURA,OXNARD,CA0560400,948,234,2016,violent-crime,CA0560400,CA
26604,CALIFORNIA,VENTURA,PORT HUENEME,CA0560500,28,14,2016,aggravated-assault,CA0560500,CA
26605,CALIFORNIA,VENTURA,PORT HUENEME,CA0560500,2,0,2016,arson,CA0560500,CA
26606,CALIFORNIA,VENTURA,PORT HUENEME,CA0560500,79,7,2016,burglary,CA0560500,CA
26607,CALIFORNIA,VENTURA,PORT HUENEME,CA0560500,1,0,2016,homicide,CA0560500,CA
26608,CALIFORNIA,VENTURA,PORT HUENEME,CA0560500,0,0,2016,human-trafficing,CA0560500,CA
26609,CALIFORNIA,VENTURA,PORT HUENEME,CA0560500,264,29,2016,larceny,CA0560500,CA
26610,CALIFORNIA,VENTURA,PORT HUENEME,CA0560500,56,3,2016,motor-vehicle-theft,CA0560500,CA
26611,CALIFORNIA,VENTURA,PORT HUENEME,CA0560500,399,39,2016,property-crime,CA0560500,CA
26612,CALIFORNIA,VENTURA,PORT HUENEME,CA0560500,6,5,2016,rape,CA0560500,CA
26613,CALIFORNIA,VENTURA,PORT HUENEME,CA0560500,0,0,2016,rape-legacy,CA0560500,CA
26614,CALIFORNIA,VENTURA,PORT HUENEME,CA0560500,30,11,2016,robbery,CA0560500,CA
26615,CALIFORNIA,VENTURA,PORT HUENEME,CA0560500,65,30,2016,violent-crime,CA0560500,CA
26616,CALIFORNIA,VENTURA,VENTURA,CA0560800,198,134,2016,aggravated-assault,CA0560800,CA
26617,CALIFORNIA,VENTURA,VENTURA,CA0560800,12,3,2016,arson,CA0560800,CA
26618,CALIFORNIA,VENTURA,VENTURA,CA0560800,628,60,2016,burglary,CA0560800,CA
26619,CALIFORNIA,VENTURA,VENTURA,CA0560800,8,7,2016,homicide,CA0560800,CA
26620,CALIFORNIA,VENTURA,VENTURA,CA0560800,0,0,2016,human-trafficing,CA0560800,CA
26621,CALIFORNIA,VENTURA,VENTURA,CA0560800,2838,571,2016,larceny,CA0560800,CA
26622,CALIFORNIA,VENTURA,VENTURA,CA0560800,284,32,2016,motor-vehicle-theft,CA0560800,CA
26623,CALIFORNIA,VENTURA,VENTURA,CA0560800,3750,663,2016,property-crime,CA0560800,CA
26624,CALIFORNIA,VENTURA,VENTURA,CA0560800,53,12,2016,rape,CA0560800,CA
26625,CALIFORNIA,VENTURA,VENTURA,CA0560800,0,0,2016,rape-legacy,CA0560800,CA
26626,CALIFORNIA,VENTURA,VENTURA,CA0560800,109,51,2016,robbery,CA0560800,CA
26627,CALIFORNIA,VENTURA,VENTURA,CA0560800,368,204,2016,violent-crime,CA0560800,CA
26628,CALIFORNIA,VENTURA,SANTA PAULA,CA0560600,43,31,2016,aggravated-assault,CA0560600,CA
26629,CALIFORNIA,VENTURA,SANTA PAULA,CA0560600,3,2,2016,arson,CA0560600,CA
26630,CALIFORNIA,VENTURA,SANTA PAULA,CA0560600,76,8,2016,burglary,CA0560600,CA
26631,CALIFORNIA,VENTURA,SANTA PAULA,CA0560600,2,1,2016,homicide,CA0560600,CA
26632,CALIFORNIA,VENTURA,SANTA PAULA,CA0560600,0,0,2016,human-trafficing,CA0560600,CA
26633,CALIFORNIA,VENTURA,SANTA PAULA,CA0560600,218,62,2016,larceny,CA0560600,CA
26634,CALIFORNIA,VENTURA,SANTA PAULA,CA0560600,49,8,2016,motor-vehicle-theft,CA0560600,CA
26635,CALIFORNIA,VENTURA,SANTA PAULA,CA0560600,343,78,2016,property-crime,CA0560600,CA
26636,CALIFORNIA,VENTURA,SANTA PAULA,CA0560600,9,4,2016,rape,CA0560600,CA
26637,CALIFORNIA,VENTURA,SANTA PAULA,CA0560600,0,0,2016,rape-legacy,CA0560600,CA
26638,CALIFORNIA,VENTURA,SANTA PAULA,CA0560600,26,17,2016,robbery,CA0560600,CA
26639,CALIFORNIA,VENTURA,SANTA PAULA,CA0560600,80,53,2016,violent-crime,CA0560600,CA
26640,CALIFORNIA,VENTURA,SIMI VALLEY,CA0560900,105,76,2016,aggravated-assault,CA0560900,CA
26641,CALIFORNIA,VENTURA,SIMI VALLEY,CA0560900,10,2,2016,arson,CA0560900,CA
26642,CALIFORNIA,VENTURA,SIMI VALLEY,CA0560900,334,39,2016,burglary,CA0560900,CA
26643,CALIFORNIA,VENTURA,SIMI VALLEY,CA0560900,2,3,2016,homicide,CA0560900,CA
26644,CALIFORNIA,VENTURA,SIMI VALLEY,CA0560900,0,0,2016,human-trafficing,CA0560900,CA
26645,CALIFORNIA,VENTURA,SIMI VALLEY,CA0560900,1127,166,2016,larceny,CA0560900,CA
26646,CALIFORNIA,VENTURA,SIMI VALLEY,CA0560900,105,17,2016,motor-vehicle-theft,CA0560900,CA
26647,CALIFORNIA,VENTURA,SIMI VALLEY,CA0560900,1566,222,2016,property-crime,CA0560900,CA
26648,CALIFORNIA,VENTURA,SIMI VALLEY,CA0560900,28,8,2016,rape,CA0560900,CA
26649,CALIFORNIA,VENTURA,SIMI VALLEY,CA0560900,0,0,2016,rape-legacy,CA0560900,CA
26650,CALIFORNIA,VENTURA,SIMI VALLEY,CA0560900,39,27,2016,robbery,CA0560900,CA
26651,CALIFORNIA,VENTURA,SIMI VALLEY,CA0560900,174,114,2016,violent-crime,CA0560900,CA
26652,CALIFORNIA,VENTURA,VENTURA,CA0560700,101,57,2016,aggravated-assault,CA0560700,CA
26653,CALIFORNIA,VENTURA,VENTURA,CA0560700,10,3,2016,arson,CA0560700,CA
26654,CALIFORNIA,VENTURA,VENTURA,CA0560700,272,30,2016,burglary,CA0560700,CA
26655,CALIFORNIA,VENTURA,VENTURA,CA0560700,0,0,2016,homicide,CA0560700,CA
26656,CALIFORNIA,VENTURA,VENTURA,CA0560700,0,0,2016,human-trafficing,CA0560700,CA
26657,CALIFORNIA,VENTURA,VENTURA,CA0560700,1302,185,2016,larceny,CA0560700,CA
26658,CALIFORNIA,VENTURA,VENTURA,CA0560700,112,17,2016,motor-vehicle-theft,CA0560700,CA
26659,CALIFORNIA,VENTURA,VENTURA,CA0560700,1686,232,2016,property-crime,CA0560700,CA
26660,CALIFORNIA,VENTURA,VENTURA,CA0560700,30,7,2016,rape,CA0560700,CA
26661,CALIFORNIA,VENTURA,VENTURA,CA0560700,0,0,2016,rape-legacy,CA0560700,CA
26662,CALIFORNIA,VENTURA,VENTURA,CA0560700,33,15,2016,robbery,CA0560700,CA
26663,CALIFORNIA,VENTURA,VENTURA,CA0560700,164,79,2016,violent-crime,CA0560700,CA
26664,CALIFORNIA,VENTURA,VENTURA,CA0561500,1,0,2016,aggravated-assault,CA0561500,CA
26665,CALIFORNIA,VENTURA,VENTURA,CA0561500,0,0,2016,arson,CA0561500,CA
26666,CALIFORNIA,VENTURA,VENTURA,CA0561500,2,0,2016,burglary,CA0561500,CA
26667,CALIFORNIA,VENTURA,VENTURA,CA0561500,0,0,2016,homicide,CA0561500,CA
26668,CALIFORNIA,VENTURA,VENTURA,CA0561500,0,0,2016,human-trafficing,CA0561500,CA
26669,CALIFORNIA,VENTURA,VENTURA,CA0561500,33,0,2016,larceny,CA0561500,CA
26670,CALIFORNIA,VENTURA,VENTURA,CA0561500,1,0,2016,motor-vehicle-theft,CA0561500,CA
26671,CALIFORNIA,VENTURA,VENTURA,CA0561500,36,0,2016,property-crime,CA0561500,CA
26672,CALIFORNIA,VENTURA,VENTURA,CA0561500,0,0,2016,rape,CA0561500,CA
26673,CALIFORNIA,VENTURA,VENTURA,CA0561500,0,0,2016,rape-legacy,CA0561500,CA
26674,CALIFORNIA,VENTURA,VENTURA,CA0561500,0,0,2016,robbery,CA0561500,CA
26675,CALIFORNIA,VENTURA,VENTURA,CA0561500,1,0,2016,violent-crime,CA0561500,CA
26676,CALIFORNIA,VENTURA,VENTURA,CA0569900,0,0,2016,aggravated-assault,CA0569900,CA
26677,CALIFORNIA,VENTURA,VENTURA,CA0569900,0,0,2016,arson,CA0569900,CA
26678,CALIFORNIA,VENTURA,VENTURA,CA0569900,0,0,2016,burglary,CA0569900,CA
26679,CALIFORNIA,VENTURA,VENTURA,CA0569900,0,0,2016,homicide,CA0569900,CA
26680,CALIFORNIA,VENTURA,VENTURA,CA0569900,0,0,2016,human-trafficing,CA0569900,CA
26681,CALIFORNIA,VENTURA,VENTURA,CA0569900,10,0,2016,larceny,CA0569900,CA
26682,CALIFORNIA,VENTURA,VENTURA,CA0569900,40,1,2016,motor-vehicle-theft,CA0569900,CA
26683,CALIFORNIA,VENTURA,VENTURA,CA0569900,50,1,2016,property-crime,CA0569900,CA
26684,CALIFORNIA,VENTURA,VENTURA,CA0569900,0,0,2016,rape,CA0569900,CA
26685,CALIFORNIA,VENTURA,VENTURA,CA0569900,0,0,2016,rape-legacy,CA0569900,CA
26686,CALIFORNIA,VENTURA,VENTURA,CA0569900,0,0,2016,robbery,CA0569900,CA
26687,CALIFORNIA,VENTURA,VENTURA,CA0569900,0,0,2016,violent-crime,CA0569900,CA
26688,CALIFORNIA,VENTURA,VENTURA,CA0560000,121,67,2016,aggravated-assault,CA0560000,CA
26689,CALIFORNIA,VENTURA,VENTURA,CA0560000,11,1,2016,arson,CA0560000,CA
26690,CALIFORNIA,VENTURA,VENTURA,CA0560000,224,31,2016,burglary,CA0560000,CA
26691,CALIFORNIA,VENTURA,VENTURA,CA0560000,2,2,2016,homicide,CA0560000,CA
26692,CALIFORNIA,VENTURA,VENTURA,CA0560000,0,0,2016,human-trafficing,CA0560000,CA
26693,CALIFORNIA,VENTURA,VENTURA,CA0560000,467,59,2016,larceny,CA0560000,CA
26694,CALIFORNIA,VENTURA,VENTURA,CA0560000,76,7,2016,motor-vehicle-theft,CA0560000,CA
26695,CALIFORNIA,VENTURA,VENTURA,CA0560000,767,97,2016,property-crime,CA0560000,CA
26696,CALIFORNIA,VENTURA,VENTURA,CA0560000,29,4,2016,rape,CA0560000,CA
26697,CALIFORNIA,VENTURA,VENTURA,CA0560000,0,0,2016,rape-legacy,CA0560000,CA
26698,CALIFORNIA,VENTURA,VENTURA,CA0560000,19,11,2016,robbery,CA0560000,CA
26699,CALIFORNIA,VENTURA,VENTURA,CA0560000,171,84,2016,violent-crime,CA0560000,CA
26700,CALIFORNIA,VENTURA,CALABSAS,CA0561300,2,0,2016,aggravated-assault,CA0561300,CA
26701,CALIFORNIA,VENTURA,CALABSAS,CA0561300,0,0,2016,arson,CA0561300,CA
26702,CALIFORNIA,VENTURA,CALABSAS,CA0561300,0,0,2016,burglary,CA0561300,CA
26703,CALIFORNIA,VENTURA,CALABSAS,CA0561300,0,0,2016,homicide,CA0561300,CA
26704,CALIFORNIA,VENTURA,CALABSAS,CA0561300,0,0,2016,human-trafficing,CA0561300,CA
26705,CALIFORNIA,VENTURA,CALABSAS,CA0561300,10,0,2016,larceny,CA0561300,CA
26706,CALIFORNIA,VENTURA,CALABSAS,CA0561300,0,1,2016,motor-vehicle-theft,CA0561300,CA
26707,CALIFORNIA,VENTURA,CALABSAS,CA0561300,10,1,2016,property-crime,CA0561300,CA
26708,CALIFORNIA,VENTURA,CALABSAS,CA0561300,0,0,2016,rape,CA0561300,CA
