,State,City,Job Title,Number of Employees,Jobs (per 1000),Mean Hourly Wage,Mean Annual Wage,Median Hourly Wage,Annual Median Wage
479, IN Metropolitan Division,Gary,Correctional Officers and Jailers,340,1.284,17.04,"35,440",16.77,"34,880"
480, IN Metropolitan Division,Gary,Detectives and Criminal Investigators,110,0.429,49.87,"103,740",54.62,"113,610"
481, IN Metropolitan Division,Gary,Police and Sheriff's Patrol Officers,"1,310",4.912,26.09,"54,260",25.05,"52,110"
482, IN,Indianapolis-Carmel-Anderson,First-Line Supervisors of Police and Detectives,710,0.702,35.43,"73,700",34.26,"71,260"
483, IN,Indianapolis-Carmel-Anderson,Correctional Officers and Jailers,"2,390",2.351,15.49,"32,220",14.28,"29,710"
484, IN,Indianapolis-Carmel-Anderson,Detectives and Criminal Investigators,560,0.549,35.57,"73,980",33.94,"70,590"
485, IN,Indianapolis-Carmel-Anderson,Police and Sheriff's Patrol Officers,"3,560",3.510,27.61,"57,420",27.60,"57,420"
486, IN,Indianapolis-Carmel-Anderson,Private Detectives and Investigators,40,0.041,16.97,"35,300",14.95,"31,100"
487, IN,Kokomo,Police and Sheriff's Patrol Officers,160,3.987,26.71,"55,560",27.50,"57,200"
488, IN,Lafayette-West Lafayette,First-Line Supervisors of Police and Detectives,130,1.405,30.16,"62,740",29.65,"61,680"
489, IN,Lafayette-West Lafayette,Correctional Officers and Jailers,80,0.867,16.89,"35,140",17.01,"35,380"
490, IN,Lafayette-West Lafayette,Police and Sheriff's Patrol Officers,260,2.893,24.56,"51,080",25.46,"52,960"
491, IN,Michigan City-La Porte,First-Line Supervisors of Police and Detectives,**,**,30.47,"63,370",29.68,"61,730"
492, IN,Michigan City-La Porte,Police and Sheriff's Patrol Officers,200,4.961,26.13,"54,350",25.04,"52,090"
493, IN,Muncie,Police and Sheriff's Patrol Officers,180,4.016,21.81,"45,370",21.69,"45,110"
494, IN-MI,South Bend-Mishawaka,First-Line Supervisors of Police and Detectives,30,0.259,31.31,"65,120",30.13,"62,660"
495, IN-MI,South Bend-Mishawaka,Correctional Officers and Jailers,90,0.667,16.46,"34,230",14.54,"30,250"
496, IN-MI,South Bend-Mishawaka,Police and Sheriff's Patrol Officers,790,5.976,26.19,"54,460",25.31,"52,640"
497, IN,Terre Haute,First-Line Supervisors of Police and Detectives,60,0.838,32.85,"68,330",33.25,"69,170"
498, IN,Terre Haute,Correctional Officers and Jailers,900,13.590,19.10,"39,720",17.49,"36,370"
499, IN,Terre Haute,Detectives and Criminal Investigators,30,0.524,26.74,"55,610",26.65,"55,440"
500, IN,Terre Haute,Police and Sheriff's Patrol Officers,270,4.125,18.78,"39,060",18.59,"38,670"
501, KS,Lawrence,First-Line Supervisors of Police and Detectives,60,1.281,36.76,"76,470",36.15,"75,200"
502, KS,Lawrence,Police and Sheriff's Patrol Officers,200,3.968,25.65,"53,340",24.63,"51,240"
503, KS,Manhattan,First-Line Supervisors of Police and Detectives,50,1.362,31.41,"65,330",29.42,"61,200"
504, KS,Manhattan,Police and Sheriff's Patrol Officers,130,3.490,22.74,"47,300",23.23,"48,320"
505, KS,Topeka,First-Line Supervisors of Police and Detectives,190,1.773,32.20,"66,980",32.07,"66,710"
506, KS,Topeka,Correctional Officers and Jailers,510,4.616,15.60,"32,450",14.95,"31,100"
507, KS,Topeka,Detectives and Criminal Investigators,200,1.829,24.94,"51,870",22.08,"45,920"
508, KS,Topeka,Police and Sheriff's Patrol Officers,590,5.370,21.07,"43,820",20.39,"42,420"
509, KS,Wichita,First-Line Supervisors of Police and Detectives,370,1.259,31.43,"65,380",30.50,"63,440"
510, KS,Wichita,Correctional Officers and Jailers,680,2.276,16.60,"34,540",15.69,"32,630"
511, KS,Wichita,Detectives and Criminal Investigators,230,0.767,33.39,"69,460",33.16,"68,960"
512, KS,Wichita,Police and Sheriff's Patrol Officers,"1,270",4.291,21.93,"45,610",21.74,"45,210"
513, KY,Bowling Green,First-Line Supervisors of Police and Detectives,70,0.956,27.73,"57,680",27.22,"56,610"
514, KY,Bowling Green,Police and Sheriff's Patrol Officers,250,3.458,19.09,"39,700",19.93,"41,440"
515, KY,Elizabethtown-Fort Knox,First-Line Supervisors of Police and Detectives,90,1.759,33.51,"69,690",30.83,"64,120"
516, KY,Elizabethtown-Fort Knox,Detectives and Criminal Investigators,**,**,25.20,"52,420",24.07,"50,050"
517, KY,Elizabethtown-Fort Knox,Police and Sheriff's Patrol Officers,380,7.186,22.10,"45,970",19.85,"41,290"
518, KY,Lexington-Fayette,First-Line Supervisors of Police and Detectives,240,0.896,34.54,"71,840",31.44,"65,400"
519, KY,Lexington-Fayette,Correctional Officers and Jailers,740,2.738,19.14,"39,800",18.60,"38,690"
520, KY,Lexington-Fayette,Detectives and Criminal Investigators,70,0.246,44.66,"92,900",48.72,"101,340"
521, KY,Lexington-Fayette,Police and Sheriff's Patrol Officers,980,3.636,22.12,"46,000",22.17,"46,110"
522, KY-IN,Louisville/Jefferson County,First-Line Supervisors of Police and Detectives,460,0.714,34.92,"72,620",33.85,"70,400"
523, KY-IN,Louisville/Jefferson County,Correctional Officers and Jailers,"1,680",2.604,16.78,"34,890",16.07,"33,420"
524, KY-IN,Louisville/Jefferson County,Detectives and Criminal Investigators,170,0.262,37.59,"78,190",29.50,"61,350"
525, KY-IN,Louisville/Jefferson County,Police and Sheriff's Patrol Officers,"2,390",3.713,23.09,"48,040",23.14,"48,120"
526, KY-IN,Louisville/Jefferson County,Private Detectives and Investigators,70,0.110,20.49,"42,620",18.32,"38,100"
527, KY,Owensboro,First-Line Supervisors of Police and Detectives,**,**,25.65,"53,350",24.03,"49,980"
528, KY,Owensboro,Police and Sheriff's Patrol Officers,80,1.631,18.93,"39,370",19.13,"39,790"
529, LA,Alexandria,First-Line Supervisors of Police and Detectives,80,1.276,31.30,"65,100",27.36,"56,920"
530, LA,Alexandria,Correctional Officers and Jailers,540,8.791,21.68,"45,090",23.10,"48,040"
531, LA,Alexandria,Detectives and Criminal Investigators,110,1.766,23.86,"49,620",22.82,"47,450"
532, LA,Alexandria,Police and Sheriff's Patrol Officers,330,5.466,17.99,"37,420",17.82,"37,070"
533, LA,Baton Rouge,First-Line Supervisors of Police and Detectives,350,0.880,32.44,"67,480",30.95,"64,380"
534, LA,Baton Rouge,Correctional Officers and Jailers,"2,740",6.912,16.75,"34,840",14.95,"31,090"
535, LA,Baton Rouge,Detectives and Criminal Investigators,410,1.039,27.91,"58,060",23.95,"49,820"
536, LA,Baton Rouge,Police and Sheriff's Patrol Officers,"1,320",3.333,*,*,*,*
537, LA,Baton Rouge,Private Detectives and Investigators,80,0.201,18.01,"37,460",14.84,"30,860"
538, LA,Hammond,Correctional Officers and Jailers,200,4.773,14.82,"30,820",14.05,"29,230"
539, LA,Hammond,Detectives and Criminal Investigators,80,1.844,30.24,"62,890",18.34,"38,140"
540, LA,Hammond,Police and Sheriff's Patrol Officers,200,4.869,14.14,"29,400",13.90,"28,900"
541, LA,Houma-Thibodaux,First-Line Supervisors of Police and Detectives,80,0.905,25.04,"52,080",23.28,"48,430"
542, LA,Houma-Thibodaux,Correctional Officers and Jailers,250,2.789,18.55,"38,580",18.14,"37,720"
543, LA,Houma-Thibodaux,Detectives and Criminal Investigators,90,1.008,26.46,"55,030",23.65,"49,190"
544, LA,Houma-Thibodaux,Police and Sheriff's Patrol Officers,370,4.092,19.05,"39,620",18.11,"37,670"
545, LA,Lafayette,First-Line Supervisors of Police and Detectives,120,0.594,28.13,"58,510",23.26,"48,390"
546, LA,Lafayette,Correctional Officers and Jailers,500,2.433,16.30,"33,900",16.76,"34,870"
547, LA,Lafayette,Detectives and Criminal Investigators,180,0.870,19.26,"40,060",16.52,"34,360"
548, LA,Lafayette,Police and Sheriff's Patrol Officers,"1,030",5.040,19.64,"40,840",18.78,"39,060"
549, LA,Lafayette,Private Detectives and Investigators,100,0.490,18.65,"38,800",18.84,"39,190"
550, LA,Lake Charles,First-Line Supervisors of Police and Detectives,190,1.820,26.82,"55,780",23.63,"49,140"
551, LA,Lake Charles,Correctional Officers and Jailers,230,2.284,16.53,"34,390",16.58,"34,490"
552, LA,Lake Charles,Detectives and Criminal Investigators,160,1.581,25.84,"53,740",21.92,"45,590"
553, LA,Lake Charles,Police and Sheriff's Patrol Officers,720,7.060,17.61,"36,630",17.31,"36,000"
554, LA,Lake Charles,Private Detectives and Investigators,**,**,22.62,"47,040",22.67,"47,150"
555, LA,Monroe,First-Line Supervisors of Police and Detectives,70,0.904,21.47,"44,660",19.80,"41,180"
556, LA,Monroe,Correctional Officers and Jailers,**,**,18.59,"38,660",16.74,"34,820"
557, LA,Monroe,Detectives and Criminal Investigators,40,0.537,29.45,"61,260",18.88,"39,260"
558, LA,Monroe,Police and Sheriff's Patrol Officers,350,4.586,15.39,"32,020",15.20,"31,630"
559, LA,New Orleans-Metairie,First-Line Supervisors of Police and Detectives,630,1.130,31.39,"65,290",28.02,"58,280"
560, LA,New Orleans-Metairie,Correctional Officers and Jailers,"1,100",1.969,15.73,"32,720",14.67,"30,520"
561, LA,New Orleans-Metairie,Detectives and Criminal Investigators,660,1.191,39.00,"81,110",35.60,"74,060"
562, LA,New Orleans-Metairie,Police and Sheriff's Patrol Officers,"4,040",7.238,19.18,"39,890",19.67,"40,910"
563, LA,New Orleans-Metairie,Private Detectives and Investigators,80,0.145,21.36,"44,430",18.47,"38,410"
564, LA,Shreveport-Bossier City,First-Line Supervisors of Police and Detectives,120,0.661,35.33,"73,490",34.32,"71,390"
565, LA,Shreveport-Bossier City,Correctional Officers and Jailers,190,1.074,20.47,"42,580",20.42,"42,480"
566, LA,Shreveport-Bossier City,Detectives and Criminal Investigators,130,0.747,29.91,"62,210",24.16,"50,240"
567, LA,Shreveport-Bossier City,Police and Sheriff's Patrol Officers,810,4.565,22.78,"47,370",23.01,"47,860"
568, MA,Barnstable Town,First-Line Supervisors of Police and Detectives,160,1.530,45.93,"95,540",45.99,"95,660"
569, MA,Barnstable Town,Correctional Officers and Jailers,70,0.715,28.72,"59,730",28.26,"58,780"
570, MA,Barnstable Town,Detectives and Criminal Investigators,40,0.418,37.45,"77,900",35.75,"74,370"
571, MA,Barnstable Town,Fish and Game Wardens,30,0.319,25.90,"53,860",25.32,"52,660"
572, MA,Barnstable Town,Police and Sheriff's Patrol Officers,530,5.240,30.07,"62,540",29.51,"61,380"
573, MA NECTA Division,Boston-Cambridge-Newton,First-Line Supervisors of Police and Detectives,"1,840",1.023,49.61,"103,200",47.08,"97,920"
574, MA NECTA Division,Boston-Cambridge-Newton,Correctional Officers and Jailers,"3,720",2.065,33.88,"70,480",34.47,"71,700"
575, MA NECTA Division,Boston-Cambridge-Newton,Detectives and Criminal Investigators,"1,250",0.696,42.32,"88,040",37.29,"77,560"
576, MA NECTA Division,Boston-Cambridge-Newton,Police and Sheriff's Patrol Officers,"8,380",4.648,34.39,"71,540",33.76,"70,210"
577, MA NECTA Division,Brockton-Bridgewater-Easton,First-Line Supervisors of Police and Detectives,120,1.472,48.22,"100,290",46.55,"96,830"
578, MA NECTA Division,Brockton-Bridgewater-Easton,Correctional Officers and Jailers,720,9.082,33.58,"69,850",34.52,"71,800"
579, MA NECTA Division,Brockton-Bridgewater-Easton,Detectives and Criminal Investigators,100,1.270,33.79,"70,280",31.45,"65,410"
580, MA NECTA Division,Brockton-Bridgewater-Easton,Police and Sheriff's Patrol Officers,450,5.719,32.31,"67,200",33.06,"68,770"
581, MA NECTA Division,Framingham,First-Line Supervisors of Police and Detectives,230,1.297,*,*,*,*
582, MA NECTA Division,Framingham,Police and Sheriff's Patrol Officers,610,3.518,31.21,"64,920",30.18,"62,780"
583, MA-NH NECTA Division,Haverhill-Newburyport-Amesbury Town,First-Line Supervisors of Police and Detectives,60,0.994,42.50,"88,400",41.27,"85,840"
584, MA-NH NECTA Division,Haverhill-Newburyport-Amesbury Town,Police and Sheriff's Patrol Officers,310,4.788,25.80,"53,660",25.22,"52,460"
585, MA-NH NECTA Division,Lawrence-Methuen Town-Salem,First-Line Supervisors of Police and Detectives,50,0.686,45.10,"93,800",45.42,"94,480"
586, MA-NH NECTA Division,Lawrence-Methuen Town-Salem,Police and Sheriff's Patrol Officers,330,4.193,31.82,"66,190",32.09,"66,760"
587, MA,Leominster-Gardner,First-Line Supervisors of Police and Detectives,110,2.194,37.74,"78,490",35.53,"73,900"
588, MA,Leominster-Gardner,Police and Sheriff's Patrol Officers,300,6.029,31.73,"66,000",32.03,"66,610"
589, MA-NH NECTA Division,Lowell-Billerica-Chelmsford,First-Line Supervisors of Police and Detectives,210,1.375,44.83,"93,240",45.02,"93,630"
590, MA-NH NECTA Division,Lowell-Billerica-Chelmsford,Correctional Officers and Jailers,220,1.484,27.71,"57,630",28.77,"59,850"
591, MA-NH NECTA Division,Lowell-Billerica-Chelmsford,Detectives and Criminal Investigators,40,0.254,50.50,"105,040",48.59,"101,060"
592, MA-NH NECTA Division,Lowell-Billerica-Chelmsford,Police and Sheriff's Patrol Officers,630,4.134,31.36,"65,220",30.34,"63,120"
593, MA NECTA Division,Lynn-Saugus-Marblehead,First-Line Supervisors of Police and Detectives,**,**,45.49,"94,630",43.78,"91,070"
594, MA NECTA Division,Lynn-Saugus-Marblehead,Police and Sheriff's Patrol Officers,270,6.269,28.16,"58,570",28.38,"59,030"
595, MA,New Bedford,First-Line Supervisors of Police and Detectives,80,1.249,46.62,"96,970",45.24,"94,090"
596, MA,New Bedford,Police and Sheriff's Patrol Officers,300,4.669,30.95,"64,380",30.98,"64,440"
597, MA NECTA Division,Peabody-Salem-Beverly,First-Line Supervisors of Police and Detectives,130,1.324,51.34,"106,780",46.77,"97,290"
598, MA NECTA Division,Peabody-Salem-Beverly,Police and Sheriff's Patrol Officers,500,5.219,28.16,"58,570",28.16,"58,580"
599, MA,Pittsfield,First-Line Supervisors of Police and Detectives,40,1.082,43.43,"90,340",42.68,"88,780"
600, MA,Pittsfield,Police and Sheriff's Patrol Officers,150,3.750,29.35,"61,040",27.76,"57,750"
601, MA-CT,Springfield,First-Line Supervisors of Police and Detectives,420,1.307,39.15,"81,440",36.95,"76,860"
602, MA-CT,Springfield,Correctional Officers and Jailers,"1,530",4.789,24.99,"51,980",23.78,"49,460"
603, MA-CT,Springfield,Detectives and Criminal Investigators,130,0.409,35.99,"74,850",31.46,"65,440"
604, MA-CT,Springfield,Police and Sheriff's Patrol Officers,"1,920",6.039,29.89,"62,170",30.62,"63,690"
605, MA NECTA Division,Taunton-Middleborough-Norton,First-Line Supervisors of Police and Detectives,110,1.908,42.83,"89,080",41.34,"85,990"
606, MA NECTA Division,Taunton-Middleborough-Norton,Police and Sheriff's Patrol Officers,350,6.048,29.95,"62,300",30.63,"63,720"
607, MA-CT,Worcester,First-Line Supervisors of Police and Detectives,280,1.003,43.39,"90,250",41.99,"87,330"
608, MA-CT,Worcester,Correctional Officers and Jailers,110,0.404,25.05,"52,110",27.52,"57,230"
609, MA-CT,Worcester,Detectives and Criminal Investigators,120,0.421,41.73,"86,790",41.41,"86,130"
610, MA-CT,Worcester,Police and Sheriff's Patrol Officers,"2,030",7.334,28.38,"59,030",27.19,"56,550"
611, MD,Baltimore-Columbia-Towson,First-Line Supervisors of Police and Detectives,"2,170",1.614,41.82,"86,980",42.38,"88,150"
612, MD,Baltimore-Columbia-Towson,Correctional Officers and Jailers,"3,830",2.850,22.48,"46,760",21.83,"45,410"
613, MD,Baltimore-Columbia-Towson,Detectives and Criminal Investigators,470,0.350,46.83,"97,400",48.43,"100,740"
614, MD,Baltimore-Columbia-Towson,Fish and Game Wardens,70,0.049,36.34,"75,580",38.65,"80,390"
615, MD,Baltimore-Columbia-Towson,Police and Sheriff's Patrol Officers,"6,850",5.100,30.72,"63,900",30.53,"63,500"
616, MD,Baltimore-Columbia-Towson,Private Detectives and Investigators,220,0.163,23.87,"49,640",22.49,"46,790"
617, MD,California-Lexington Park,First-Line Supervisors of Police and Detectives,100,2.345,34.64,"72,060",34.21,"71,150"
618, MD,California-Lexington Park,Police and Sheriff's Patrol Officers,90,2.109,26.36,"54,820",24.92,"51,830"
619, MD-WV,Cumberland,First-Line Supervisors of Police and Detectives,40,1.105,31.39,"65,300",30.82,"64,110"
620, MD-WV,Cumberland,Correctional Officers and Jailers,790,21.711,22.79,"47,400",22.25,"46,270"
621, MD-WV,Cumberland,Police and Sheriff's Patrol Officers,230,6.294,24.21,"50,350",24.48,"50,930"
622, MD-WV,Hagerstown-Martinsburg,First-Line Supervisors of Police and Detectives,70,0.646,38.86,"80,830",35.10,"73,000"
623, MD-WV,Hagerstown-Martinsburg,Correctional Officers and Jailers,"1,230",12.074,21.12,"43,920",21.44,"44,590"
624, MD-WV,Hagerstown-Martinsburg,Police and Sheriff's Patrol Officers,350,3.425,24.50,"50,970",23.69,"49,280"
625, MD-DE,Salisbury,First-Line Supervisors of Police and Detectives,190,1.223,37.14,"77,250",37.21,"77,390"
626, MD-DE,Salisbury,Correctional Officers and Jailers,"1,160",7.487,20.77,"43,200",21.43,"44,580"
627, MD-DE,Salisbury,Police and Sheriff's Patrol Officers,910,5.856,27.08,"56,330",25.83,"53,720"
628, MD-DE,Salisbury,Private Detectives and Investigators,30,0.212,28.27,"58,800",25.68,"53,410"
629, MD Metropolitan Division,Silver Spring-Frederick-Rockville,First-Line Supervisors of Police and Detectives,280,0.484,49.01,"101,940",47.16,"98,090"
630, MD Metropolitan Division,Silver Spring-Frederick-Rockville,Correctional Officers and Jailers,330,0.567,27.54,"57,280",27.32,"56,810"
631, MD Metropolitan Division,Silver Spring-Frederick-Rockville,Detectives and Criminal Investigators,120,0.207,48.26,"100,370",45.78,"95,220"
632, MD Metropolitan Division,Silver Spring-Frederick-Rockville,Police and Sheriff's Patrol Officers,"1,960",3.370,34.35,"71,450",33.82,"70,350"
633, MD Metropolitan Division,Silver Spring-Frederick-Rockville,Private Detectives and Investigators,50,0.092,23.98,"49,890",23.28,"48,430"
634, ME,Bangor,Detectives and Criminal Investigators,40,0.687,30.97,"64,420",25.97,"54,010"
635, ME,Bangor,Police and Sheriff's Patrol Officers,220,3.380,20.45,"42,540",20.87,"43,420"
636, ME,Lewiston-Auburn,Correctional Officers and Jailers,**,**,16.69,"34,720",16.56,"34,440"
637, ME,Lewiston-Auburn,Detectives and Criminal Investigators,30,0.615,24.28,"50,500",23.70,"49,300"
638, ME,Lewiston-Auburn,Police and Sheriff's Patrol Officers,120,2.317,22.00,"45,750",21.12,"43,920"
639, ME,Portland-South Portland,First-Line Supervisors of Police and Detectives,90,0.439,37.93,"78,890",35.28,"73,380"
640, ME,Portland-South Portland,Correctional Officers and Jailers,**,**,19.43,"40,420",18.76,"39,030"
641, ME,Portland-South Portland,Detectives and Criminal Investigators,170,0.860,36.60,"76,120",29.93,"62,260"
642, ME,Portland-South Portland,Police and Sheriff's Patrol Officers,540,2.669,24.74,"51,450",25.42,"52,860"
643, MI,Ann Arbor,First-Line Supervisors of Police and Detectives,100,0.482,42.02,"87,400",43.08,"89,600"
644, MI,Ann Arbor,Correctional Officers and Jailers,660,3.124,25.63,"53,300",26.01,"54,090"
645, MI,Ann Arbor,Detectives and Criminal Investigators,60,0.282,42.63,"88,660",39.38,"81,920"
646, MI,Ann Arbor,Police and Sheriff's Patrol Officers,390,1.871,30.20,"62,820",30.15,"62,710"
647, MI,Battle Creek,First-Line Supervisors of Police and Detectives,40,0.811,34.45,"71,660",35.28,"73,390"
648, MI,Battle Creek,Police and Sheriff's Patrol Officers,290,5.298,24.56,"51,090",24.91,"51,810"
649, MI,Bay City,Police and Sheriff's Patrol Officers,210,5.997,26.45,"55,030",28.65,"59,600"
650, MI Metropolitan Division,Detroit-Dearborn-Livonia,First-Line Supervisors of Police and Detectives,590,0.815,43.84,"91,180",42.31,"88,010"
651, MI Metropolitan Division,Detroit-Dearborn-Livonia,Correctional Officers and Jailers,570,0.790,22.31,"46,400",22.60,"47,000"
652, MI Metropolitan Division,Detroit-Dearborn-Livonia,Detectives and Criminal Investigators,690,0.954,49.92,"103,830",44.49,"92,540"
653, MI Metropolitan Division,Detroit-Dearborn-Livonia,Police and Sheriff's Patrol Officers,"4,010",5.584,30.87,"64,220",31.39,"65,290"
654, MI,Flint,First-Line Supervisors of Police and Detectives,140,1.032,33.54,"69,760",31.45,"65,420"
655, MI,Flint,Detectives and Criminal Investigators,70,0.524,41.95,"87,260",38.19,"79,430"
656, MI,Flint,Police and Sheriff's Patrol Officers,650,4.817,25.37,"52,780",27.02,"56,190"
657, MI,Grand Rapids-Wyoming,First-Line Supervisors of Police and Detectives,190,0.343,36.00,"74,880",35.35,"73,530"
658, MI,Grand Rapids-Wyoming,Correctional Officers and Jailers,680,1.232,26.39,"54,880",26.00,"54,090"
659, MI,Grand Rapids-Wyoming,Detectives and Criminal Investigators,130,0.237,44.81,"93,210",39.05,"81,220"
660, MI,Grand Rapids-Wyoming,Police and Sheriff's Patrol Officers,"1,370",2.486,28.99,"60,290",31.35,"65,210"
661, MI,Jackson,First-Line Supervisors of Police and Detectives,40,0.596,36.11,"75,110",36.92,"76,790"
662, MI,Jackson,Police and Sheriff's Patrol Officers,180,2.991,26.29,"54,680",27.37,"56,920"
663, MI,Kalamazoo-Portage,First-Line Supervisors of Police and Detectives,130,0.973,35.74,"74,340",35.73,"74,320"
664, MI,Kalamazoo-Portage,Detectives and Criminal Investigators,60,0.446,35.20,"73,210",35.06,"72,930"
665, MI,Kalamazoo-Portage,Police and Sheriff's Patrol Officers,490,3.595,28.12,"58,490",29.48,"61,310"
666, MI,Lansing-East Lansing,First-Line Supervisors of Police and Detectives,110,0.536,40.39,"84,020",40.29,"83,790"
667, MI,Lansing-East Lansing,Correctional Officers and Jailers,320,1.552,23.11,"48,080",25.13,"52,280"
668, MI,Lansing-East Lansing,Detectives and Criminal Investigators,140,0.664,34.84,"72,460",33.40,"69,470"
669, MI,Lansing-East Lansing,Police and Sheriff's Patrol Officers,750,3.623,27.70,"57,620",28.24,"58,740"
670, MI,Lansing-East Lansing,Private Detectives and Investigators,**,**,21.29,"44,280",20.79,"43,230"
671, MI,Midland,Police and Sheriff's Patrol Officers,70,2.015,28.27,"58,800",29.04,"60,410"
672, MI,Monroe,Police and Sheriff's Patrol Officers,120,3.128,26.56,"55,250",27.34,"56,880"
673, MI,Muskegon,Police and Sheriff's Patrol Officers,210,3.454,24.36,"50,670",24.28,"50,500"
674, MI,Niles-Benton Harbor,First-Line Supervisors of Police and Detectives,40,0.704,27.54,"57,290",27.56,"57,330"
675, MI,Niles-Benton Harbor,Police and Sheriff's Patrol Officers,320,5.237,23.72,"49,340",24.83,"51,640"
676, MI,Saginaw,First-Line Supervisors of Police and Detectives,50,0.604,30.67,"63,790",28.23,"58,730"
677, MI Metropolitan Division,Warren-Troy-Farmington Hills,First-Line Supervisors of Police and Detectives,510,0.420,41.22,"85,730",42.52,"88,430"
678, MI Metropolitan Division,Warren-Troy-Farmington Hills,Correctional Officers and Jailers,"1,220",1.009,23.62,"49,140",24.51,"50,980"
679, MI Metropolitan Division,Warren-Troy-Farmington Hills,Detectives and Criminal Investigators,250,0.204,40.31,"83,850",39.62,"82,400"
680, MI Metropolitan Division,Warren-Troy-Farmington Hills,Police and Sheriff's Patrol Officers,"3,460",2.867,29.37,"61,100",31.23,"64,970"
681, MI Metropolitan Division,Warren-Troy-Farmington Hills,Private Detectives and Investigators,80,0.064,20.89,"43,460",21.11,"43,900"
682, MN-WI,Duluth,First-Line Supervisors of Police and Detectives,80,0.606,37.68,"78,380",38.55,"80,180"
683, MN-WI,Duluth,Correctional Officers and Jailers,320,2.548,23.40,"48,660",23.38,"48,630"
684, MN-WI,Duluth,Detectives and Criminal Investigators,70,0.555,35.46,"73,760",35.57,"73,990"
685, MN-WI,Duluth,Police and Sheriff's Patrol Officers,480,3.861,31.78,"66,100",31.07,"64,630"
686, MN,Mankato-North Mankato,Correctional Officers and Jailers,50,0.916,22.06,"45,880",22.05,"45,860"
687, MN,Mankato-North Mankato,Police and Sheriff's Patrol Officers,200,3.790,23.87,"49,650",25.85,"53,770"
688, MN-WI,Minneapolis-St. Paul-Bloomington,First-Line Supervisors of Police and Detectives,"1,240",0.647,44.56,"92,680",44.75,"93,080"
689, MN-WI,Minneapolis-St. Paul-Bloomington,Correctional Officers and Jailers,"2,640",1.384,24.08,"50,080",23.84,"49,590"
690, MN-WI,Minneapolis-St. Paul-Bloomington,Detectives and Criminal Investigators,940,0.491,36.63,"76,180",34.68,"72,140"
691, MN-WI,Minneapolis-St. Paul-Bloomington,Police and Sheriff's Patrol Officers,"5,310",2.778,31.70,"65,940",33.36,"69,380"
692, MN-WI,Minneapolis-St. Paul-Bloomington,Private Detectives and Investigators,140,0.073,22.50,"46,800",19.01,"39,540"
693, MN,Rochester,First-Line Supervisors of Police and Detectives,60,0.528,40.25,"83,710",40.23,"83,680"
694, MN,Rochester,Correctional Officers and Jailers,230,1.975,24.26,"50,460",24.38,"50,700"
695, MN,Rochester,Police and Sheriff's Patrol Officers,350,3.024,29.52,"61,400",29.84,"62,060"
696, MN,St. Cloud,First-Line Supervisors of Police and Detectives,40,0.405,37.37,"77,720",36.97,"76,890"
697, MN,St. Cloud,Correctional Officers and Jailers,90,0.856,26.49,"55,100",26.16,"54,420"
698, MN,St. Cloud,Police and Sheriff's Patrol Officers,310,3.006,29.28,"60,910",30.52,"63,480"
699, MO-IL,Cape Girardeau,Correctional Officers and Jailers,60,1.307,12.83,"26,690",12.45,"25,900"
700, MO-IL,Cape Girardeau,Police and Sheriff's Patrol Officers,190,4.507,20.57,"42,780",18.60,"38,690"
701, MO,Columbia,Police and Sheriff's Patrol Officers,230,2.559,22.49,"46,770",21.91,"45,570"
702, MO,Jefferson City,First-Line Supervisors of Police and Detectives,160,2.282,40.59,"84,430",42.57,"88,540"
703, MO,Jefferson City,Correctional Officers and Jailers,"1,140",15.841,14.37,"29,900",14.08,"29,280"
704, MO,Jefferson City,Detectives and Criminal Investigators,230,3.220,23.19,"48,230",19.83,"41,250"
705, MO,Jefferson City,Police and Sheriff's Patrol Officers,370,5.150,19.40,"40,350",18.62,"38,730"
706, MO,Joplin,First-Line Supervisors of Police and Detectives,30,0.396,32.56,"67,720",30.08,"62,570"
707, MO,Joplin,Correctional Officers and Jailers,90,1.186,13.62,"28,320",13.55,"28,180"
708, MO,Joplin,Police and Sheriff's Patrol Officers,330,4.328,17.65,"36,710",16.86,"35,080"
709, MO-KS,Kansas City,First-Line Supervisors of Police and Detectives,810,0.781,39.13,"81,390",39.19,"81,520"
710, MO-KS,Kansas City,Correctional Officers and Jailers,"2,180",2.090,16.41,"34,140",15.08,"31,370"
711, MO-KS,Kansas City,Detectives and Criminal Investigators,760,0.733,36.36,"75,620",34.52,"71,800"
712, MO-KS,Kansas City,Police and Sheriff's Patrol Officers,"4,620",4.433,26.67,"55,480",24.99,"51,980"
713, MO-KS,Kansas City,Private Detectives and Investigators,90,0.086,25.52,"53,090",19.97,"41,530"
714, MO-KS,St. Joseph,First-Line Supervisors of Police and Detectives,40,0.752,36.78,"76,510",39.33,"81,800"
715, MO-KS,St. Joseph,Correctional Officers and Jailers,420,8.020,14.18,"29,490",13.95,"29,020"
716, MO-KS,St. Joseph,Police and Sheriff's Patrol Officers,260,4.949,20.00,"41,610",20.36,"42,340"
717, MO-IL,St. Louis,First-Line Supervisors of Police and Detectives,840,0.624,38.59,"80,260",38.09,"79,230"
718, MO-IL,St. Louis,Correctional Officers and Jailers,"1,640",1.216,22.15,"46,080",18.66,"38,820"
719, MO-IL,St. Louis,Detectives and Criminal Investigators,550,0.412,38.10,"79,250",34.75,"72,290"
720, MO-IL,St. Louis,Police and Sheriff's Patrol Officers,"6,480",4.819,25.69,"53,430",25.34,"52,700"
