,County,State,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Unemployed Citizens,Men in Law-Enforcement,Women in Law-Enforcement,Law-Enforcement per 1000,Unemployment Rate (%)
2600,Borden,Texas,698.0,33.0,77569.0,42236.0,18.0,2.5787965616045847,3.0,13.0,0.0,18.624641833810887,0.42979942693409745
2601,Bosque,Texas,17953.0,46.3,45419.0,24815.0,2599.0,14.476689132735476,497.0,91.0,28.0,6.6284186486938115,2.768339553278004
2602,Bowie,Texas,93483.0,37.8,42683.0,23705.0,17166.0,18.36269696094477,3199.0,621.0,213.0,8.921408170469496,3.422012558433084
2603,Brazoria,Texas,338419.0,35.5,72006.0,31180.0,34248.0,10.119999172623286,8599.0,1632.0,514.0,6.3412515254758155,2.540932985441125
2604,Brazos,Texas,209896.0,25.5,41654.0,24157.0,52652.0,25.084803902885238,6148.0,1007.0,155.0,5.536075008575676,2.92906963448565
2605,Brewster,Texas,9188.0,42.5,38440.0,26156.0,1023.0,11.134087940792337,328.0,244.0,23.0,29.059643012625166,3.569873748367436
2606,Briscoe,Texas,1672.0,43.2,40385.0,22906.0,239.0,14.294258373205741,47.0,9.0,15.0,14.354066985645934,2.811004784688995
2607,Brooks,Texas,7217.0,31.5,24913.0,14885.0,2358.0,32.67285575723985,388.0,64.0,104.0,23.278370514064015,5.3761950949147845
2608,Brown,Texas,37935.0,40.9,43235.0,22090.0,6390.0,16.844602609727165,647.0,196.0,96.0,7.697377092394886,1.7055489653354423
2609,Burleson,Texas,17417.0,43.0,52513.0,25833.0,2329.0,13.371992880519032,489.0,44.0,6.0,2.870758454383648,2.807601768387208
2610,Burnet,Texas,44584.0,43.9,54259.0,27434.0,6346.0,14.233805849632155,921.0,158.0,90.0,5.562533644356719,2.0657635026018304
2611,Caldwell,Texas,39848.0,35.6,49533.0,21485.0,7014.0,17.601887171250752,827.0,252.0,66.0,7.980325235896406,2.0753864685806063
2612,Calhoun,Texas,21805.0,38.1,54167.0,25181.0,3914.0,17.95001146526026,654.0,63.0,12.0,3.43957807842238,2.9993120843843157
2613,Callahan,Texas,13596.0,43.5,40568.0,22557.0,2424.0,17.828773168578994,205.0,108.0,34.0,10.44424830832598,1.507796410709032
2614,Cameron,Texas,418785.0,31.3,34578.0,15457.0,136809.0,32.668075504136965,15549.0,2356.0,370.0,6.509306684814403,3.7128836992728966
2615,Camp,Texas,12631.0,38.8,40045.0,20034.0,2422.0,19.1750455229198,368.0,123.0,6.0,10.212968094370991,2.913466867231415
2616,Carson,Texas,6027.0,40.4,64554.0,28943.0,351.0,5.823792931806869,65.0,33.0,0.0,5.47536087605774,1.0784801725568276
2617,Cass,Texas,30346.0,43.0,39366.0,21608.0,5736.0,18.901996968298953,1157.0,107.0,31.0,4.547551571871087,3.8126936004745273
2618,Castro,Texas,7875.0,34.7,42733.0,21230.0,1256.0,15.94920634920635,165.0,71.0,28.0,12.571428571428571,2.0952380952380953
2619,Chambers,Texas,38072.0,35.5,70396.0,29729.0,4411.0,11.585942424879176,1093.0,81.0,21.0,2.6791342719058626,2.8708762345030467
2620,Cherokee,Texas,51257.0,37.7,40769.0,19871.0,10570.0,20.621573638722516,1276.0,458.0,159.0,12.037380260257136,2.4894160797549603
2621,Childress,Texas,7059.0,33.5,37125.0,18745.0,1342.0,19.011191386881993,167.0,86.0,6.0,13.033007508145628,2.365774188978609
2622,Clay,Texas,10367.0,45.9,45341.0,26696.0,1575.0,15.192437542201215,327.0,39.0,13.0,5.015915886948973,3.154239413523681
2623,Cochran,Texas,2955.0,33.8,38625.0,20408.0,569.0,19.255499153976313,91.0,6.0,3.0,3.045685279187817,3.0795262267343486
2624,Coke,Texas,3228.0,49.1,41756.0,27755.0,534.0,16.54275092936803,68.0,13.0,12.0,7.744733581164808,2.1065675340768277
2625,Coleman,Texas,8476.0,47.2,42049.0,25178.0,1545.0,18.227937706465315,213.0,57.0,30.0,10.264275601698914,2.512977819726286
2626,Collin,Texas,886633.0,36.2,86188.0,39933.0,62651.0,7.066170557603879,21376.0,2331.0,372.0,3.0486119961697797,2.410918610067525
2627,Collingsworth,Texas,3032.0,36.9,40257.0,21116.0,582.0,19.195250659630606,69.0,50.0,0.0,16.49076517150396,2.2757255936675462
2628,Colorado,Texas,20792.0,43.9,45398.0,26161.0,2854.0,13.726433243555213,310.0,60.0,14.0,3.5590611773759138,1.4909580607926125
2629,Comal,Texas,124234.0,42.5,69666.0,33872.0,11356.0,9.140814913791715,2657.0,406.0,117.0,4.209797639937538,2.1387059903086114
2630,Comanche,Texas,13506.0,44.4,39054.0,21681.0,2825.0,20.916629646083223,292.0,19.0,11.0,2.2212350066637048,2.162002073152673
2631,Concho,Texas,4142.0,41.3,48516.0,16599.0,293.0,7.073877353935297,21.0,14.0,0.0,3.380009657170449,0.5070014485755674
2632,Cooke,Texas,38878.0,40.4,56269.0,28045.0,5726.0,14.728123874684911,1279.0,149.0,8.0,4.038273573743505,3.2897782807757596
2633,Coryell,Texas,75710.0,31.0,49275.0,20555.0,8697.0,11.48725399550918,2318.0,841.0,482.0,17.474574032492406,3.0616827367586845
2634,Cottle,Texas,1560.0,48.0,33750.0,20397.0,388.0,24.871794871794872,86.0,8.0,0.0,5.128205128205129,5.512820512820513
2635,Crane,Texas,4823.0,33.1,60133.0,25367.0,550.0,11.403690648973669,69.0,41.0,0.0,8.500933029234915,1.430644826871242
2636,Crockett,Texas,3836.0,40.5,50646.0,23861.0,851.0,22.18456725755996,50.0,52.0,0.0,13.555787278415016,1.3034410844629822
2637,Crosby,Texas,5987.0,38.7,39026.0,19651.0,1177.0,19.659261733756473,260.0,7.0,5.0,2.004342742608986,4.3427426089861365
2638,Culberson,Texas,2259.0,40.5,33981.0,18862.0,535.0,23.683045595396194,51.0,22.0,0.0,9.738822487826472,2.257636122177955
2639,Dallam,Texas,7052.0,31.0,43897.0,19908.0,1129.0,16.00964265456608,175.0,65.0,30.0,13.471355643788995,2.481565513329552
2640,Dallas,Texas,2513054.0,33.2,51411.0,28552.0,461045.0,18.346004502887723,87268.0,3910.0,1859.0,2.295613225979227,3.4725875369172328
2641,Dawson,Texas,13317.0,33.1,42354.0,21193.0,1866.0,14.012164902004956,389.0,211.0,24.0,17.646617105954792,2.9210783209431552
2642,Deaf Smith,Texas,19039.0,31.4,47219.0,19823.0,3235.0,16.991438625978255,441.0,131.0,0.0,6.880613477598613,2.3162981249015178
2643,Delta,Texas,5226.0,43.8,40529.0,20822.0,1110.0,21.23995407577497,200.0,7.0,13.0,3.827018752391887,3.8270187523918864
2644,Denton,Texas,754650.0,34.5,76678.0,36238.0,64613.0,8.561982375935864,21583.0,2329.0,492.0,3.7381567614125752,2.8600013251176044
2645,DeWitt,Texas,20660.0,42.0,50582.0,27370.0,3038.0,14.704743465634076,566.0,188.0,23.0,10.21297192642788,2.739593417231365
2646,Dickens,Texas,2237.0,42.8,42118.0,22526.0,391.0,17.478766204738488,100.0,4.0,0.0,1.788109074653554,4.470272686633884
2647,Dimmit,Texas,10842.0,34.0,32204.0,19528.0,2504.0,23.095369857959785,585.0,128.0,31.0,14.66519092418373,5.39568345323741
2648,Donley,Texas,3506.0,40.9,40560.0,22454.0,481.0,13.719338277239018,76.0,49.0,0.0,13.976041072447234,2.167712492869367
2649,Duval,Texas,11510.0,37.3,33115.0,19853.0,2675.0,23.24066029539531,528.0,48.0,44.0,7.993049522154648,4.587315377932233
2650,Eastland,Texas,18252.0,42.5,34434.0,21577.0,3054.0,16.73241288625904,357.0,32.0,29.0,3.34209949594565,1.9559500328731099
2651,Ector,Texas,153177.0,30.4,58335.0,27295.0,18777.0,12.258367770618305,4902.0,329.0,111.0,2.8724939122714246,3.200219354080573
2652,Edwards,Texas,2028.0,49.2,39457.0,27333.0,156.0,7.6923076923076925,39.0,0.0,0.0,0.0,1.9230769230769231
2653,Ellis,Texas,160225.0,35.9,64382.0,27313.0,17458.0,10.895927601809955,4452.0,974.0,159.0,7.071305975971291,2.7785926041504134
2654,El Paso,Texas,833592.0,31.6,42075.0,19145.0,183925.0,22.064151287440378,28534.0,5382.0,1415.0,8.153869039050278,3.4230174953694377
2655,Erath,Texas,40641.0,30.2,42492.0,22781.0,9500.0,23.37540906965872,831.0,172.0,12.0,4.527447651386531,2.0447331512511995
2656,Falls,Texas,17265.0,39.3,38547.0,17257.0,3756.0,21.754995655951348,390.0,67.0,70.0,7.935128873443383,2.2589052997393573
2657,Fannin,Texas,33757.0,41.7,45471.0,21429.0,5078.0,15.042805936546493,897.0,294.0,107.0,11.879017685220843,2.657226649287555
2658,Fayette,Texas,24909.0,47.7,51290.0,28665.0,2630.0,10.558432695009836,193.0,131.0,16.0,5.901481392267854,0.7748203460596572
2659,Fisher,Texas,3847.0,43.4,41531.0,26796.0,752.0,19.547699506108657,124.0,34.0,0.0,8.838055627761891,3.2232908760072787
2660,Floyd,Texas,6088.0,37.0,43070.0,23133.0,1330.0,21.846254927726676,205.0,21.0,0.0,3.4494086727989486,3.3672798948751645
2661,Foard,Texas,1320.0,49.5,48068.0,23323.0,89.0,6.742424242424242,55.0,0.0,0.0,0.0,4.166666666666666
2662,Fort Bend,Texas,683756.0,35.7,91152.0,37134.0,55523.0,8.120294374016462,18701.0,2389.0,718.0,4.544018626527591,2.7350399850238976
2663,Franklin,Texas,10571.0,43.3,42652.0,25250.0,1759.0,16.63986377826128,313.0,96.0,17.0,10.689622552265632,2.960930848547914
2664,Freestone,Texas,19585.0,41.4,45134.0,23370.0,2988.0,15.256573908603523,444.0,230.0,104.0,17.053867755935666,2.267041102884861
2665,Frio,Texas,18542.0,31.6,37163.0,17547.0,3333.0,17.97540718369108,502.0,67.0,101.0,9.060511271707474,2.7073670585697336
2666,Gaines,Texas,19485.0,28.4,58788.0,22837.0,2076.0,10.654349499615089,375.0,59.0,0.0,3.0279702335129586,1.924557351809084
2667,Galveston,Texas,314485.0,37.5,63064.0,32756.0,41948.0,13.338633003163903,11373.0,1813.0,361.0,6.912889326994928,3.6163886989840535
2668,Garza,Texas,6614.0,37.9,52708.0,19043.0,624.0,9.434532809192621,68.0,38.0,44.0,12.397943755669791,1.0281221651043242
2669,Gillespie,Texas,25732.0,50.1,55850.0,30939.0,2725.0,10.589926939219648,713.0,61.0,0.0,2.370589149696875,2.7708689569407743
2670,Glasscock,Texas,1253.0,37.4,62159.0,34834.0,66.0,5.267358339984038,15.0,0.0,0.0,0.0,1.1971268954509178
2671,Goliad,Texas,7463.0,45.7,54375.0,30581.0,1246.0,16.695698780651213,322.0,51.0,30.0,10.853544151145652,4.314618786010987
2672,Gonzales,Texas,20370.0,37.3,46630.0,22631.0,3443.0,16.90230731467845,608.0,85.0,28.0,5.547373588610702,2.9847815414825725
2673,Gray,Texas,23028.0,36.8,45264.0,22409.0,3359.0,14.586590237971166,525.0,77.0,48.0,5.428174396387007,2.279833246482543
2674,Grayson,Texas,124231.0,40.2,50212.0,25541.0,18877.0,15.195080132978081,4529.0,667.0,214.0,7.091627693570848,3.6456279028583847
2675,Gregg,Texas,123283.0,35.2,47140.0,24386.0,21785.0,17.670725079694687,3350.0,296.0,75.0,3.0093362426287484,2.7173251786539914
2676,Grimes,Texas,27140.0,40.4,47839.0,21173.0,4819.0,17.756079587324983,646.0,187.0,33.0,8.106116433308769,2.380250552689757
2677,Guadalupe,Texas,147313.0,36.7,64599.0,28310.0,15190.0,10.31137781458527,3774.0,602.0,164.0,5.1998126438264105,2.5618920258225684
2678,Hale,Texas,35007.0,32.7,44995.0,18888.0,6740.0,19.253292198703118,1009.0,424.0,166.0,16.853772102722314,2.882280686719799
2679,Hall,Texas,3162.0,44.2,27244.0,18453.0,889.0,28.115117014547753,116.0,20.0,9.0,9.171410499683743,3.6685641998734972
2680,Hamilton,Texas,8232.0,48.3,45105.0,26183.0,1174.0,14.261418853255588,176.0,25.0,45.0,8.503401360544219,2.1379980563654035
2681,Hansford,Texas,5552.0,35.7,41335.0,23605.0,1096.0,19.740634005763688,66.0,5.0,0.0,0.9005763688760806,1.1887608069164266
2682,Hardeman,Texas,3952.0,43.3,35156.0,19493.0,606.0,15.334008097165992,97.0,21.0,13.0,8.603238866396762,2.4544534412955463
2683,Hardin,Texas,55624.0,39.1,54352.0,28321.0,6480.0,11.649647634114771,1206.0,403.0,63.0,8.377678699841795,2.168128865238027
2684,Harris,Texas,4434257.0,32.9,55584.0,29850.0,763456.0,17.217224892467893,159895.0,11528.0,3677.0,3.428984833310293,3.605902860389012
2685,Harrison,Texas,66431.0,37.7,46230.0,23836.0,11499.0,17.309689753277837,2524.0,148.0,27.0,2.6343122939591455,3.7994309885445046
2686,Hartley,Texas,5966.0,39.5,64614.0,21642.0,326.0,5.46429768689239,35.0,10.0,0.0,1.6761649346295675,0.5866577271203486
2687,Haskell,Texas,5812.0,42.7,41067.0,21072.0,1000.0,17.205781142463866,240.0,79.0,0.0,13.592567102546456,4.129387474191328
2688,Hays,Texas,185686.0,31.1,60495.0,28396.0,28863.0,15.543982852772961,6042.0,781.0,199.0,5.277726915330182,3.2538802063698933
2689,Hemphill,Texas,4151.0,33.4,67773.0,29110.0,484.0,11.659841002168152,90.0,13.0,0.0,3.1317754757889666,2.1681522524692847
2690,Henderson,Texas,79213.0,43.7,43434.0,23605.0,14593.0,18.42248115839572,2277.0,419.0,182.0,7.587138474745307,2.874528170881042
2691,Hidalgo,Texas,828334.0,28.8,36094.0,15240.0,267812.0,32.331402550179035,30082.0,4126.0,441.0,5.51347644790628,3.6316268558335163
2692,Hill,Texas,34901.0,42.5,43441.0,22154.0,6457.0,18.500902552935447,1401.0,238.0,31.0,7.707515543967221,4.0142116271740065
2693,Hockley,Texas,23377.0,33.0,50331.0,22718.0,3540.0,15.143089361338067,828.0,47.0,21.0,2.908842024211832,3.541942935363819
2694,Hood,Texas,54217.0,46.8,58315.0,31508.0,6439.0,11.876348746703064,753.0,134.0,23.0,2.89577069922718,1.3888632716675582
2695,Hopkins,Texas,35844.0,39.2,45748.0,23063.0,6880.0,19.194286351969644,980.0,129.0,6.0,3.7663207231335787,2.7340698582747462
2696,Houston,Texas,22802.0,44.5,32434.0,17624.0,4801.0,21.05517059907026,414.0,243.0,140.0,16.796772212963777,1.815630207876502
2697,Howard,Texas,36423.0,36.9,50977.0,23054.0,4646.0,12.755676358345001,1022.0,241.0,11.0,6.918705213738572,2.8059193366828654
2698,Hudspeth,Texas,3481.0,40.1,26635.0,14776.0,1131.0,32.4906636024131,66.0,67.0,29.0,27.57828210284401,1.8960068945705257
2699,Hunt,Texas,89068.0,38.1,45643.0,22229.0,16281.0,18.27929222616428,3960.0,261.0,68.0,3.6938069789374413,4.446041226927741
2700,Hutchinson,Texas,21782.0,36.5,50114.0,25117.0,3561.0,16.348361032044807,484.0,101.0,117.0,10.008263703975759,2.2220181801487464
2701,Irion,Texas,1631.0,42.5,64100.0,31096.0,191.0,11.710606989576947,26.0,16.0,0.0,9.809932556713672,1.594114040465972
2702,Jack,Texas,8866.0,40.0,50390.0,24677.0,1312.0,14.798105120685765,156.0,52.0,8.0,6.7674261222648315,1.7595307917888565
2703,Jackson,Texas,14678.0,38.5,56601.0,25594.0,1863.0,12.69246491347595,351.0,58.0,35.0,6.336013080801199,2.3913339692056135
2704,Jasper,Texas,35640.0,40.4,44552.0,21116.0,5650.0,15.85297418630752,1473.0,360.0,96.0,12.794612794612794,4.132996632996633
2705,Jeff Davis,Texas,2221.0,51.9,50174.0,26493.0,172.0,7.744259342638451,47.0,32.0,0.0,14.407924358397118,2.1161638901395765
2706,Jefferson,Texas,252993.0,36.0,44965.0,24738.0,47369.0,18.72344294110904,8278.0,1061.0,569.0,6.442866008150423,3.2720272892925895
2707,Jim Hogg,Texas,5218.0,36.0,34769.0,16637.0,1088.0,20.85090072824837,349.0,41.0,0.0,7.857416634725948,6.688386354925259
2708,Jim Wells,Texas,41486.0,34.2,43321.0,21556.0,8471.0,20.41893650870173,1101.0,247.0,62.0,7.448295810634913,2.653907342235935
2709,Johnson,Texas,157544.0,36.8,59095.0,25721.0,18706.0,11.873508353221958,4766.0,639.0,133.0,4.900218351698573,3.025186614533083
2710,Jones,Texas,19944.0,39.0,47007.0,17279.0,2151.0,10.78519855595668,209.0,71.0,117.0,9.426393902928199,1.047934215804252
2711,Karnes,Texas,14984.0,35.8,46058.0,25306.0,2936.0,19.5942338494394,223.0,133.0,60.0,12.880405766150561,1.48825413774693
2712,Kaufman,Texas,111830.0,35.8,60179.0,25445.0,15160.0,13.556290798533489,3864.0,836.0,210.0,9.35348296521506,3.455244567647322
2713,Kendall,Texas,39010.0,43.4,76350.0,36724.0,2363.0,6.057421174057934,869.0,185.0,59.0,6.254806459882081,2.2276339400153806
2714,Kenedy,Texas,558.0,31.7,24000.0,13822.0,127.0,22.759856630824373,0.0,6.0,0.0,10.752688172043012,0.0
2715,Kent,Texas,667.0,48.6,50625.0,27434.0,72.0,10.794602698650674,7.0,6.0,0.0,8.995502248875562,1.0494752623688157
2716,Kerr,Texas,50505.0,48.0,44261.0,26210.0,8158.0,16.152856152856153,1864.0,192.0,50.0,4.791604791604792,3.690723690723691
2717,Kimble,Texas,4453.0,54.5,41263.0,26969.0,831.0,18.66157646530429,136.0,55.0,0.0,12.351223894004042,3.0541208174264542
2718,King,Texas,274.0,39.8,57083.0,30016.0,9.0,3.2846715328467155,7.0,5.0,0.0,18.24817518248175,2.5547445255474455
2719,Kinney,Texas,3578.0,43.5,34398.0,17818.0,654.0,18.278367803242034,197.0,123.0,39.0,45.276690888764676,5.505869200670766
2720,Kleberg,Texas,31877.0,28.0,41469.0,19700.0,7110.0,22.304482855977664,1647.0,171.0,14.0,5.8035574238479155,5.166734636258117
2721,Knox,Texas,3807.0,41.0,42188.0,19673.0,536.0,14.079327554504859,85.0,23.0,30.0,13.921723141581298,2.232729183083793
2722,Lamar,Texas,49626.0,40.6,40283.0,22438.0,9691.0,19.528069963325677,1564.0,153.0,60.0,4.292104944988514,3.1515737718131627
2723,Lamb,Texas,13561.0,36.3,41401.0,20933.0,2763.0,20.374603642799205,284.0,51.0,63.0,8.406459700612048,2.094240837696335
2724,Lampasas,Texas,20357.0,41.1,50358.0,24382.0,2751.0,13.513779044063467,738.0,206.0,29.0,11.543940659232698,3.625288598516481
2725,La Salle,Texas,7319.0,33.1,40094.0,23939.0,843.0,11.517966935373686,217.0,33.0,0.0,4.508812679327777,2.9648859133761443
2726,Lavaca,Texas,19654.0,44.3,47753.0,28491.0,1995.0,10.150605474712526,323.0,77.0,23.0,5.088022794342118,1.6434313625725043
2727,Lee,Texas,16754.0,41.0,54346.0,25549.0,2402.0,14.336874776172854,484.0,95.0,68.0,9.729019935537783,2.8888623612271696
2728,Leon,Texas,16923.0,44.8,47441.0,27271.0,2694.0,15.919163268923949,553.0,75.0,30.0,6.204573657152987,3.267742126100573
2729,Liberty,Texas,78598.0,36.2,49655.0,22065.0,12448.0,15.83755311839996,2871.0,319.0,226.0,6.934018677320034,3.6527647013918934
2730,Limestone,Texas,23469.0,39.1,37431.0,20506.0,4976.0,21.20243725765904,923.0,89.0,80.0,7.200988538071499,3.9328475861775103
2731,Lipscomb,Texas,3507.0,34.8,60163.0,29103.0,358.0,10.208155118334759,100.0,8.0,1.0,2.5662959794696323,2.8514399771884804
2732,Live Oak,Texas,11976.0,42.2,50741.0,22047.0,1649.0,13.769205076820308,151.0,90.0,32.0,10.187040748162993,1.2608550434201737
2733,Llano,Texas,19624.0,56.4,48562.0,34633.0,2672.0,13.61598043212393,597.0,64.0,13.0,3.9237668161434978,3.0421932327761922
2734,Loving,Texas,76.0,58.2,56875.0,32707.0,12.0,15.789473684210526,0.0,0.0,0.0,0.0,0.0
2735,Lubbock,Texas,294682.0,30.6,46859.0,25139.0,55027.0,18.673349576831974,8049.0,1287.0,401.0,5.728208713121263,2.7314189533123843
2736,Lynn,Texas,5723.0,37.2,40722.0,24299.0,1128.0,19.70994233793465,296.0,39.0,0.0,6.814607723222086,5.172112528394199
2737,McCulloch,Texas,8242.0,43.9,40784.0,22049.0,1484.0,18.00533851007037,155.0,12.0,2.0,1.6986168405726765,1.8806115020626062
2738,McLennan,Texas,243394.0,33.0,44246.0,22878.0,46681.0,19.17919094143652,6480.0,1078.0,459.0,6.31486396542232,2.662349934673821
2739,McMullen,Texas,671.0,39.6,57589.0,27971.0,59.0,8.79284649776453,50.0,0.0,0.0,0.0,7.451564828614009
2740,Madison,Texas,13843.0,35.5,43209.0,17698.0,1561.0,11.276457415300152,183.0,122.0,10.0,9.53550530954273,1.321967781550242
2741,Marion,Texas,10191.0,49.2,35424.0,22536.0,2161.0,21.204984790501424,368.0,47.0,0.0,4.611912471788833,3.6110293396133843
2742,Martin,Texas,5451.0,32.0,63992.0,27692.0,571.0,10.47514217574757,86.0,14.0,0.0,2.568336085121996,1.5776921665749404
2743,Mason,Texas,4064.0,49.9,38496.0,25834.0,604.0,14.862204724409448,100.0,16.0,0.0,3.937007874015748,2.4606299212598426
2744,Matagorda,Texas,36719.0,37.1,41253.0,22939.0,7877.0,21.45210926223481,1038.0,48.0,67.0,3.1318935700863313,2.826874370217054
2745,Maverick,Texas,56830.0,29.7,37155.0,16086.0,13879.0,24.421960232271687,2968.0,768.0,132.0,15.836705965159247,5.222593700510294
2746,Medina,Texas,47920.0,38.6,58333.0,24731.0,6340.0,13.230383973288815,1297.0,257.0,22.0,5.82220367278798,2.7065943238731216
2747,Menard,Texas,2163.0,41.8,37917.0,23331.0,282.0,13.0374479889043,76.0,23.0,0.0,10.6333795654184,3.5136384650947763
2748,Midland,Texas,155817.0,31.9,71424.0,36869.0,12148.0,7.796325176328642,2973.0,371.0,96.0,2.9971055789804706,1.9080074703017
2749,Milam,Texas,24372.0,41.8,39213.0,22132.0,3692.0,15.148531101263746,984.0,137.0,100.0,9.724273756770064,4.0374199901526335
2750,Mills,Texas,4871.0,46.1,44375.0,24099.0,678.0,13.919113118456169,78.0,11.0,0.0,2.258263190309998,1.6013138985834532
2751,Mitchell,Texas,8995.0,35.5,51555.0,19334.0,654.0,7.270705947748749,193.0,112.0,70.0,20.233463035019458,2.1456364647026125
2752,Montague,Texas,19384.0,43.9,46383.0,25403.0,3066.0,15.817168799009492,519.0,76.0,6.0,4.230293025175402,2.677465951300041
2753,Montgomery,Texas,518849.0,36.6,70805.0,35912.0,56804.0,10.9480793063107,13664.0,2270.0,688.0,5.701080661232845,2.633521506257119
2754,Moore,Texas,22186.0,31.1,50552.0,20159.0,3908.0,17.614711980528263,435.0,133.0,40.0,7.79771026773641,1.9606959343730281
2755,Morris,Texas,12653.0,42.9,37902.0,21616.0,2316.0,18.303959535288072,704.0,91.0,96.0,14.77910376985695,5.5638978898285
2756,Motley,Texas,1022.0,48.9,35433.0,23131.0,158.0,15.459882583170254,50.0,7.0,5.0,11.741682974559687,4.892367906066536
2757,Nacogdoches,Texas,65556.0,30.4,38915.0,21343.0,14631.0,22.318323265604977,2711.0,298.0,7.0,4.652510830435048,4.135395692232595
2758,Navarro,Texas,48177.0,38.1,43388.0,21347.0,9418.0,19.548747327562946,2320.0,236.0,187.0,8.780123295348403,4.815575897212362
2759,Newton,Texas,14138.0,40.7,36829.0,19293.0,2272.0,16.07016551138775,734.0,62.0,110.0,12.165794313198473,5.191681991795162
2760,Nolan,Texas,15017.0,38.0,38411.0,22240.0,2572.0,17.12725577678631,437.0,107.0,16.0,8.190717187187854,2.910035293334221
2761,Nueces,Texas,355667.0,34.9,51882.0,25826.0,59095.0,16.61526090416035,10785.0,1483.0,305.0,5.027174295056892,3.0323308038136796
2762,Ochiltree,Texas,10577.0,31.2,50011.0,24997.0,1322.0,12.49881819041316,245.0,24.0,0.0,2.2690744067315873,2.316346790205162
2763,Oldham,Texas,2069.0,33.2,52292.0,23644.0,215.0,10.391493475108748,43.0,11.0,0.0,5.316578057032383,2.0782986950217497
2764,Orange,Texas,83751.0,37.9,51443.0,26611.0,12590.0,15.032656326491624,2922.0,327.0,96.0,5.050685961958663,3.4889135652111616
2765,Palo Pinto,Texas,27922.0,41.5,42824.0,24891.0,4916.0,17.606188668433493,852.0,153.0,97.0,8.953513358641931,3.0513573526251703
2766,Panola,Texas,23771.0,38.3,50712.0,25345.0,3372.0,14.185351899373186,498.0,104.0,91.0,8.203272895544991,2.094989693323798
2767,Parker,Texas,123601.0,39.7,67979.0,32274.0,11377.0,9.204618085614195,3405.0,550.0,226.0,6.278266357068309,2.754832080646597
2768,Parmer,Texas,9921.0,33.5,48589.0,21655.0,1637.0,16.500352787017437,143.0,22.0,6.0,2.8222961395020665,1.441386956959984
2769,Pecos,Texas,15826.0,35.4,51735.0,19738.0,1334.0,8.429167193226336,259.0,219.0,37.0,16.175913054467333,1.6365474535574371
2770,Polk,Texas,46583.0,43.4,40864.0,21411.0,7706.0,16.542515509949983,1739.0,504.0,197.0,15.048408217590108,3.733121525019857
2771,Potter,Texas,121883.0,33.3,40340.0,20984.0,25187.0,20.664899945029248,2572.0,721.0,176.0,7.359516913761558,2.110220457323827
2772,Presidio,Texas,7144.0,40.8,33453.0,16326.0,1749.0,24.482082866741322,248.0,106.0,0.0,14.837625979843226,3.4714445688689812
2773,Rains,Texas,11087.0,47.8,50405.0,23577.0,1174.0,10.588978082438892,315.0,35.0,14.0,4.419590511409759,2.8411653287634167
2774,Randall,Texas,128603.0,35.5,62635.0,31383.0,13245.0,10.299137656197756,2406.0,933.0,170.0,8.576782812220555,1.8708739298461157
2775,Reagan,Texas,3625.0,34.9,59257.0,25754.0,630.0,17.379310344827587,77.0,14.0,0.0,3.8620689655172415,2.1241379310344826
2776,Real,Texas,3348.0,55.5,37059.0,21135.0,599.0,17.891278375149344,82.0,0.0,0.0,0.0,2.4492234169653524
2777,Red River,Texas,12455.0,45.8,35016.0,20798.0,2020.0,16.218386190285027,359.0,95.0,12.0,8.590927338418306,2.882376555600161
2778,Reeves,Texas,14438.0,35.2,46464.0,18458.0,1697.0,11.753705499376645,412.0,227.0,13.0,16.62280094195872,2.85358082836958
2779,Refugio,Texas,7315.0,42.8,50145.0,24776.0,1124.0,15.365686944634312,247.0,109.0,40.0,20.369104579630893,3.3766233766233764
2780,Roberts,Texas,939.0,35.6,72500.0,31655.0,17.0,1.810436634717785,11.0,0.0,0.0,0.0,1.1714589989350372
2781,Robertson,Texas,16537.0,41.2,49142.0,22980.0,2460.0,14.875733204329684,613.0,77.0,65.0,8.586805345588681,3.7068392090463806
2782,Rockwall,Texas,88010.0,37.2,89161.0,37231.0,5380.0,6.112941711169185,2457.0,631.0,61.0,7.862742870128393,2.791728212703102
2783,Runnels,Texas,10411.0,41.8,41339.0,22856.0,1804.0,17.327826337527615,205.0,55.0,23.0,7.492075689174912,1.9690711747190472
2784,Rusk,Texas,53197.0,38.4,47424.0,22704.0,7945.0,14.935052728537324,1292.0,192.0,131.0,6.071770964528075,2.42870838581123
2785,Sabine,Texas,10367.0,50.6,32500.0,20120.0,2385.0,23.00569113533327,269.0,34.0,0.0,3.279637310697405,2.5947718722870645
2786,San Augustine,Texas,8556.0,47.9,29426.0,19251.0,2213.0,25.864890135577372,370.0,28.0,0.0,3.2725572697522205,4.324450677886863
2787,San Jacinto,Texas,27172.0,43.4,44878.0,22563.0,4627.0,17.02855881054026,844.0,210.0,340.0,20.24142499631974,3.1061386721625204
2788,San Patricio,Texas,66706.0,35.3,52659.0,24008.0,9397.0,14.087188558750338,1647.0,430.0,128.0,8.365064611878992,2.46904326447396
2789,San Saba,Texas,5881.0,41.0,40718.0,19583.0,930.0,15.813637136541404,94.0,58.0,15.0,12.412854956640027,1.5983676245536471
2790,Schleicher,Texas,3171.0,35.9,59766.0,26408.0,417.0,13.15042573320719,72.0,3.0,0.0,0.9460737937559129,2.270577105014191
